timestamp,src_ip,src_port,dst_ip,dst_port,protocol,action,device,message,packet_size,packet_rate,byte_rate,tcp_flags
2025-08-08T05:06:03.987884Z,195.35.112.19,54143,200.120.31.215,443,UDP,BLOCK,firewall-01,Connection blocked via UDP,1712,69,45531,2
2025-08-08T05:06:03.987915Z,149.209.72.12,2838,121.191.135.146,3389,TCP,BLOCK,firewall-01,Connection blocked via TCP,835,170,68433,16
2025-08-08T05:06:03.987946Z,42.245.247.80,25801,205.156.178.225,80,ICMP,BLOCK,firewall-01,Connection blocked via ICMP,710,137,95626,2
2025-08-08T05:06:03.987980Z,46.15.237.186,51485,224.226.181.247,80,TCP,BLOCK,firewall-01,Connection blocked via TCP,808,59,26930,0
2025-08-08T05:06:03.988012Z,117.248.3.61,51684,138.112.88.25,53,ICMP,BLOCK,firewall-01,Connection blocked via ICMP,1480,46,45215,0
2025-08-08T05:06:03.988043Z,119.245.218.159,45968,125.70.98.92,53,TCP,ALLOW,firewall-01,Connection allowed via TCP,932,43,46964,16
2025-08-08T05:06:03.988074Z,5.77.63.10,26302,22.113.78.33,443,ICMP,BLOCK,firewall-01,Connection blocked via ICMP,1865,138,48987,16
2025-08-08T05:06:03.988105Z,211.212.201.237,51741,155.6.211.225,3389,ICMP,BLOCK,firewall-01,Connection blocked via ICMP,979,3,82495,16
2025-08-08T05:06:03.988135Z,65.194.200.107,28643,53.91.49.45,443,TCP,ALLOW,firewall-01,Connection allowed via TCP,2443,191,30559,2
2025-08-08T05:06:03.988166Z,221.214.184.194,19004,85.123.43.96,22,ICMP,BLOCK,firewall-01,Connection blocked via ICMP,2613,65,95203,0
2025-08-08T05:06:03.988196Z,191.160.85.75,56302,31.24.69.229,443,ICMP,ALLOW,firewall-01,Connection allowed via ICMP,849,17,8510,0
2025-08-08T05:06:03.988226Z,22.124.242.105,25856,60.140.239.216,443,ICMP,BLOCK,firewall-01,Connection blocked via ICMP,2843,184,32293,16
2025-08-08T05:06:03.988257Z,154.243.222.221,3460,100.88.45.71,22,ICMP,ALLOW,firewall-01,Connection allowed via ICMP,861,82,50371,1
2025-08-08T05:06:03.988286Z,168.205.219.65,27884,76.172.251.163,53,TCP,BLOCK,firewall-01,Connection blocked via TCP,200,194,15500,1
2025-08-08T05:06:03.988317Z,86.194.88.167,36916,204.218.60.204,3389,ICMP,ALLOW,firewall-01,Connection allowed via ICMP,100,132,87515,0
2025-08-08T05:06:03.988351Z,253.65.225.149,32629,64.103.159.160,3389,ICMP,BLOCK,firewall-01,Connection blocked via ICMP,2184,186,66384,2
2025-08-08T05:06:03.988383Z,238.60.57.62,48728,163.85.136.174,443,UDP,ALLOW,firewall-01,Connection allowed via UDP,757,6,11934,0
2025-08-08T05:06:03.988413Z,72.239.42.19,5845,68.7.186.209,53,ICMP,ALLOW,firewall-01,Connection allowed via ICMP,2272,161,67203,16
2025-08-08T05:06:03.988444Z,175.75.189.62,63930,103.52.85.240,22,ICMP,ALLOW,firewall-01,Connection allowed via ICMP,1945,64,21855,1
2025-08-08T05:06:03.988474Z,121.108.104.101,22825,196.213.82.230,80,UDP,ALLOW,firewall-01,Connection allowed via UDP,1128,71,17118,0
2025-08-08T05:06:03.988504Z,152.225.6.52,57294,51.161.47.244,80,ICMP,BLOCK,firewall-01,Connection blocked via ICMP,1676,170,81405,16
2025-08-08T05:06:03.988534Z,248.211.242.187,55904,206.8.250.67,80,TCP,BLOCK,firewall-01,Connection blocked via TCP,2037,74,38555,2
2025-08-08T05:06:03.988564Z,206.213.25.163,18538,152.157.3.105,22,ICMP,BLOCK,firewall-01,Connection blocked via ICMP,2040,123,3511,0
2025-08-08T05:06:03.988594Z,110.182.48.50,1951,89.120.235.209,3389,UDP,BLOCK,firewall-01,Connection blocked via UDP,345,20,9503,1
2025-08-08T05:06:03.988652Z,19.171.95.251,7795,36.233.40.56,22,UDP,BLOCK,firewall-01,Connection blocked via UDP,636,149,77894,0
2025-08-08T05:06:03.988687Z,204.162.61.83,42442,151.134.201.153,53,UDP,BLOCK,firewall-01,Connection blocked via UDP,2361,79,84079,0
2025-08-08T05:06:03.988717Z,249.92.36.84,34233,120.105.82.145,22,UDP,ALLOW,firewall-01,Connection allowed via UDP,1565,51,80531,1
2025-08-08T05:06:03.988747Z,65.6.32.10,39927,152.37.202.40,3389,ICMP,BLOCK,firewall-01,Connection blocked via ICMP,1798,116,34876,0
2025-08-08T05:06:03.988778Z,5.21.227.236,20596,80.63.4.76,80,UDP,BLOCK,firewall-01,Connection blocked via UDP,341,197,97607,1
2025-08-08T05:06:03.988813Z,109.122.94.219,13469,40.96.92.127,80,ICMP,BLOCK,firewall-01,Connection blocked via ICMP,2097,5,37761,2
2025-08-08T05:06:03.988845Z,208.152.3.224,3224,106.66.241.173,53,TCP,ALLOW,firewall-01,Connection allowed via TCP,515,118,41012,2
2025-08-08T05:06:03.988875Z,96.65.244.80,23786,100.254.126.142,443,TCP,BLOCK,firewall-01,Connection blocked via TCP,1471,46,38272,0
2025-08-08T05:06:03.988906Z,65.2.56.82,38781,19.36.203.2,443,ICMP,BLOCK,firewall-01,Connection blocked via ICMP,1712,44,2349,16
2025-08-08T05:06:03.988964Z,155.169.198.10,45702,108.62.18.190,80,ICMP,ALLOW,firewall-01,Connection allowed via ICMP,2424,5,15829,1
2025-08-08T05:06:03.989000Z,137.97.163.193,26290,116.22.41.93,443,ICMP,BLOCK,firewall-01,Connection blocked via ICMP,2662,64,59344,16
2025-08-08T05:06:03.989032Z,54.85.149.105,13749,152.254.62.190,80,ICMP,ALLOW,firewall-01,Connection allowed via ICMP,232,65,90466,2
2025-08-08T05:06:03.989063Z,138.216.86.229,17322,165.154.190.7,443,UDP,ALLOW,firewall-01,Connection allowed via UDP,827,76,47478,16
2025-08-08T05:06:03.989095Z,204.150.167.107,45441,213.28.229.92,3389,ICMP,ALLOW,firewall-01,Connection allowed via ICMP,639,49,58278,2
2025-08-08T05:06:03.989126Z,58.131.54.1,53625,28.49.26.165,80,UDP,ALLOW,firewall-01,Connection allowed via UDP,2269,59,83462,1
2025-08-08T05:06:03.989156Z,120.85.145.179,5955,158.151.104.24,22,ICMP,ALLOW,firewall-01,Connection allowed via ICMP,2732,129,7501,1
2025-08-08T05:06:03.989191Z,24.222.140.180,17517,49.173.221.156,80,UDP,BLOCK,firewall-01,Connection blocked via UDP,2415,31,75307,1
2025-08-08T05:06:03.989222Z,111.165.129.119,4867,101.178.251.197,80,ICMP,ALLOW,firewall-01,Connection allowed via ICMP,911,116,13788,2
2025-08-08T05:06:03.989256Z,220.103.215.247,21555,216.106.38.197,80,TCP,ALLOW,firewall-01,Connection allowed via TCP,1134,183,738,1
2025-08-08T05:06:03.989287Z,169.178.67.4,48971,192.46.64.206,443,UDP,BLOCK,firewall-01,Connection blocked via UDP,1070,45,98023,0
2025-08-08T05:06:03.989318Z,254.28.23.182,32142,148.124.41.163,80,ICMP,BLOCK,firewall-01,Connection blocked via ICMP,1322,185,86421,0
2025-08-08T05:06:03.989348Z,194.221.98.42,40475,84.48.101.112,53,TCP,ALLOW,firewall-01,Connection allowed via TCP,1316,114,97473,1
2025-08-08T05:06:03.989378Z,71.36.2.80,5343,16.94.60.127,3389,ICMP,ALLOW,firewall-01,Connection allowed via ICMP,1427,2,98233,1
2025-08-08T05:06:03.989408Z,149.102.6.31,12284,101.164.192.193,443,ICMP,BLOCK,firewall-01,Connection blocked via ICMP,581,50,45297,2
2025-08-08T05:06:03.989469Z,251.254.175.178,16245,7.173.198.20,3389,UDP,BLOCK,firewall-01,Connection blocked via UDP,985,17,65928,2
2025-08-08T05:06:03.989502Z,143.166.210.130,23266,128.182.208.241,22,ICMP,BLOCK,firewall-01,Connection blocked via ICMP,1915,131,22821,1
2025-08-08T05:06:03.989557Z,88.211.12.142,23713,66.170.4.15,22,TCP,BLOCK,firewall-01,Connection blocked via TCP,1381,74,47437,2
2025-08-08T05:06:03.989591Z,41.154.103.199,37414,170.149.87.232,53,TCP,BLOCK,firewall-01,Connection blocked via TCP,1060,118,62486,16
2025-08-08T05:06:03.989622Z,138.29.148.188,10592,166.55.3.212,22,TCP,ALLOW,firewall-01,Connection allowed via TCP,610,100,22528,2
2025-08-08T05:06:03.989652Z,80.228.200.47,46840,251.186.233.140,3389,ICMP,ALLOW,firewall-01,Connection allowed via ICMP,2080,195,16543,1
2025-08-08T05:06:03.989683Z,96.192.135.37,64023,80.167.153.167,22,ICMP,BLOCK,firewall-01,Connection blocked via ICMP,2395,91,89582,2
2025-08-08T05:06:03.989713Z,17.75.246.193,38588,25.30.217.50,80,ICMP,ALLOW,firewall-01,Connection allowed via ICMP,1220,6,54996,2
2025-08-08T05:06:03.989743Z,205.147.78.245,44511,124.140.20.148,53,TCP,ALLOW,firewall-01,Connection allowed via TCP,1242,127,7094,1
2025-08-08T05:06:03.989773Z,243.66.131.130,10138,106.188.34.20,22,ICMP,ALLOW,firewall-01,Connection allowed via ICMP,1771,27,43887,2
2025-08-08T05:06:03.989803Z,25.250.152.98,15379,236.144.215.4,80,UDP,ALLOW,firewall-01,Connection allowed via UDP,2132,82,99661,0
2025-08-08T05:06:03.989833Z,184.46.152.197,34033,86.120.191.13,80,UDP,ALLOW,firewall-01,Connection allowed via UDP,1779,79,42925,16
2025-08-08T05:06:03.989863Z,245.229.226.9,56528,199.213.156.53,3389,ICMP,ALLOW,firewall-01,Connection allowed via ICMP,1726,21,24627,2
2025-08-08T05:06:03.989893Z,141.4.78.229,36558,185.6.70.57,443,TCP,ALLOW,firewall-01,Connection allowed via TCP,1406,26,6391,1
2025-08-08T05:06:03.989923Z,164.250.242.23,7280,225.43.117.156,443,UDP,BLOCK,firewall-01,Connection blocked via UDP,513,157,58330,16
2025-08-08T05:06:03.989953Z,200.90.7.67,17158,13.194.158.213,80,UDP,ALLOW,firewall-01,Connection allowed via UDP,2780,58,77616,1
2025-08-08T05:06:03.989983Z,126.156.206.15,43817,123.208.22.83,3389,ICMP,BLOCK,firewall-01,Connection blocked via ICMP,620,30,29952,1
2025-08-08T05:06:03.990014Z,149.13.5.114,46118,237.99.73.60,443,UDP,ALLOW,firewall-01,Connection allowed via UDP,1188,163,18784,16
2025-08-08T05:06:03.990045Z,178.235.170.42,29871,228.5.243.107,80,ICMP,ALLOW,firewall-01,Connection allowed via ICMP,2700,42,14440,2
2025-08-08T05:06:03.990075Z,107.103.62.76,49701,244.213.42.225,3389,UDP,BLOCK,firewall-01,Connection blocked via UDP,2627,106,50577,16
2025-08-08T05:06:03.990105Z,91.64.26.9,33619,191.51.71.79,22,ICMP,ALLOW,firewall-01,Connection allowed via ICMP,1157,72,47865,16
2025-08-08T05:06:03.990135Z,13.70.43.35,9914,137.148.140.142,80,TCP,ALLOW,firewall-01,Connection allowed via TCP,1650,98,11556,0
2025-08-08T05:06:03.990165Z,90.246.133.242,6534,106.139.111.111,443,ICMP,ALLOW,firewall-01,Connection allowed via ICMP,1476,70,41978,1
2025-08-08T05:06:03.990194Z,179.233.157.33,64650,1.232.137.95,443,ICMP,BLOCK,firewall-01,Connection blocked via ICMP,1794,91,43050,1
2025-08-08T05:06:03.990224Z,116.51.129.164,56185,128.114.118.41,3389,UDP,BLOCK,firewall-01,Connection blocked via UDP,1504,145,44438,2
2025-08-08T05:06:03.990253Z,117.118.24.57,1848,45.55.73.123,443,UDP,BLOCK,firewall-01,Connection blocked via UDP,946,20,6022,0
2025-08-08T05:06:03.990283Z,168.113.134.170,53981,175.191.184.197,443,ICMP,BLOCK,firewall-01,Connection blocked via ICMP,2286,198,72723,16
2025-08-08T05:06:03.990314Z,213.43.175.157,14606,168.143.28.111,80,TCP,BLOCK,firewall-01,Connection blocked via TCP,2639,75,33788,16
2025-08-08T05:06:03.990367Z,159.183.244.47,38785,18.184.48.173,3389,UDP,BLOCK,firewall-01,Connection blocked via UDP,2893,114,34809,16
2025-08-08T05:06:03.990401Z,42.192.8.65,23969,171.240.50.247,3389,TCP,BLOCK,firewall-01,Connection blocked via TCP,1755,184,47564,2
2025-08-08T05:06:03.990431Z,165.168.18.143,52107,13.208.167.84,3389,UDP,ALLOW,firewall-01,Connection allowed via UDP,465,40,24273,1
2025-08-08T05:06:03.990461Z,52.221.138.211,42302,23.154.134.134,3389,TCP,BLOCK,firewall-01,Connection blocked via TCP,1770,94,31250,0
2025-08-08T05:06:03.990491Z,248.56.205.77,27739,183.16.177.36,443,TCP,BLOCK,firewall-01,Connection blocked via TCP,137,9,4483,0
2025-08-08T05:06:03.990522Z,223.117.53.5,3134,7.150.88.231,443,TCP,BLOCK,firewall-01,Connection blocked via TCP,922,100,37488,2
2025-08-08T05:06:03.990552Z,121.52.104.52,51741,133.92.155.82,3389,UDP,BLOCK,firewall-01,Connection blocked via UDP,323,176,87457,2
2025-08-08T05:06:03.990582Z,202.247.66.6,10623,231.166.64.137,80,TCP,ALLOW,firewall-01,Connection allowed via TCP,1294,4,71270,1
2025-08-08T05:06:03.990612Z,104.127.11.227,30069,117.110.192.117,3389,TCP,ALLOW,firewall-01,Connection allowed via TCP,2231,167,14127,0
2025-08-08T05:06:03.990643Z,199.94.58.193,51488,27.220.6.91,3389,UDP,BLOCK,firewall-01,Connection blocked via UDP,241,173,48405,0
2025-08-08T05:06:03.990673Z,66.214.97.119,56362,17.248.6.133,443,UDP,BLOCK,firewall-01,Connection blocked via UDP,1934,136,40752,1
2025-08-08T05:06:03.990703Z,74.23.47.171,30719,86.18.85.217,3389,TCP,BLOCK,firewall-01,Connection blocked via TCP,1319,199,49026,1
2025-08-08T05:06:03.990734Z,241.27.14.78,9164,20.84.167.101,443,TCP,BLOCK,firewall-01,Connection blocked via TCP,994,42,38042,0
2025-08-08T05:06:03.990765Z,101.63.4.173,52680,197.86.107.77,3389,UDP,BLOCK,firewall-01,Connection blocked via UDP,2844,200,55485,16
2025-08-08T05:06:03.990795Z,254.155.64.128,34535,240.241.254.31,53,UDP,BLOCK,firewall-01,Connection blocked via UDP,1699,85,14536,0
2025-08-08T05:06:03.990825Z,172.53.4.215,38655,227.69.230.97,3389,UDP,BLOCK,firewall-01,Connection blocked via UDP,144,4,89245,16
2025-08-08T05:06:03.990855Z,166.228.46.29,52391,33.31.198.245,80,ICMP,ALLOW,firewall-01,Connection allowed via ICMP,194,143,53111,1
2025-08-08T05:06:03.990887Z,29.168.110.139,1072,72.50.165.224,80,TCP,ALLOW,firewall-01,Connection allowed via TCP,523,42,97423,16
2025-08-08T05:06:03.990919Z,15.68.176.3,50975,254.13.34.139,22,ICMP,BLOCK,firewall-01,Connection blocked via ICMP,981,66,87284,16
2025-08-08T05:06:03.990973Z,202.139.147.137,22241,3.234.138.35,53,ICMP,ALLOW,firewall-01,Connection allowed via ICMP,1903,7,56041,1
2025-08-08T05:06:03.991009Z,47.192.242.235,12071,139.238.196.100,80,ICMP,BLOCK,firewall-01,Connection blocked via ICMP,77,43,36586,16
2025-08-08T05:06:03.991041Z,16.47.219.152,55620,84.223.128.211,22,TCP,ALLOW,firewall-01,Connection allowed via TCP,1964,106,92772,1
2025-08-08T05:06:03.991071Z,75.112.76.165,40889,72.26.194.64,3389,TCP,BLOCK,firewall-01,Connection blocked via TCP,2711,186,28300,16
2025-08-08T05:06:03.991102Z,251.80.127.163,31217,128.40.109.213,22,UDP,ALLOW,firewall-01,Connection allowed via UDP,1661,124,38408,16
2025-08-08T05:06:03.991133Z,39.180.243.53,14542,65.140.106.136,80,UDP,ALLOW,firewall-01,Connection allowed via UDP,2480,157,87438,0
2025-08-08T05:06:03.991163Z,74.61.207.73,41848,67.240.202.68,443,UDP,ALLOW,firewall-01,Connection allowed via UDP,416,117,21037,2
2025-08-08T05:06:03.991222Z,47.210.41.54,36878,51.99.133.126,80,ICMP,BLOCK,firewall-01,Connection blocked via ICMP,1919,30,58380,2
2025-08-08T05:06:03.991256Z,224.235.157.41,31576,40.138.238.101,22,TCP,ALLOW,firewall-01,Connection allowed via TCP,1070,151,97830,16
2025-08-08T05:06:03.991288Z,226.54.79.146,9861,156.43.135.181,80,UDP,ALLOW,firewall-01,Connection allowed via UDP,874,180,763,1
2025-08-08T05:06:03.991319Z,10.133.195.211,36105,244.123.184.92,53,UDP,ALLOW,firewall-01,Connection allowed via UDP,222,145,80279,16
2025-08-08T05:06:03.991349Z,193.180.145.83,16064,45.52.48.56,3389,UDP,ALLOW,firewall-01,Connection allowed via UDP,2010,169,83683,0
2025-08-08T05:06:03.991380Z,18.21.211.147,45285,220.154.249.44,22,ICMP,ALLOW,firewall-01,Connection allowed via ICMP,886,51,50859,2
2025-08-08T05:06:03.991410Z,230.223.107.54,29470,224.64.203.118,3389,TCP,ALLOW,firewall-01,Connection allowed via TCP,1612,125,36784,16
2025-08-08T05:06:03.991440Z,55.56.47.19,41751,158.186.96.183,53,ICMP,BLOCK,firewall-01,Connection blocked via ICMP,2718,47,65276,1
2025-08-08T05:06:03.991470Z,134.197.165.9,50675,22.76.177.114,53,UDP,BLOCK,firewall-01,Connection blocked via UDP,2942,2,60294,0
2025-08-08T05:06:03.991500Z,23.28.203.207,21036,19.80.215.224,53,UDP,ALLOW,firewall-01,Connection allowed via UDP,2866,19,34849,16
2025-08-08T05:06:03.991530Z,127.70.199.48,52297,237.75.187.71,3389,UDP,ALLOW,firewall-01,Connection allowed via UDP,238,199,83425,16
2025-08-08T05:06:03.991561Z,127.162.250.32,18759,116.225.17.25,443,TCP,BLOCK,firewall-01,Connection blocked via TCP,2304,74,36892,16
2025-08-08T05:06:03.991591Z,48.161.252.208,3933,202.165.253.10,22,UDP,ALLOW,firewall-01,Connection allowed via UDP,574,111,94010,1
2025-08-08T05:06:03.991621Z,176.159.21.9,41513,83.245.51.192,22,ICMP,BLOCK,firewall-01,Connection blocked via ICMP,2297,144,14154,16
2025-08-08T05:06:03.991651Z,159.63.253.83,49937,199.130.88.108,53,ICMP,ALLOW,firewall-01,Connection allowed via ICMP,65,197,36348,0
2025-08-08T05:06:03.991685Z,200.27.9.99,34717,115.212.222.24,80,TCP,BLOCK,firewall-01,Connection blocked via TCP,2332,195,29543,1
2025-08-08T05:06:03.991716Z,81.3.158.125,12292,113.173.229.21,443,UDP,BLOCK,firewall-01,Connection blocked via UDP,1431,15,76487,16
2025-08-08T05:06:03.991747Z,67.6.196.100,3983,152.43.47.236,53,TCP,BLOCK,firewall-01,Connection blocked via TCP,877,22,55434,1
2025-08-08T05:06:03.991777Z,55.244.136.22,12646,53.4.52.109,3389,UDP,ALLOW,firewall-01,Connection allowed via UDP,123,195,83824,0
2025-08-08T05:06:03.991808Z,151.85.152.146,53232,134.160.18.24,443,UDP,BLOCK,firewall-01,Connection blocked via UDP,1281,125,13427,1
2025-08-08T05:06:03.991838Z,145.96.50.253,8787,167.104.155.142,53,TCP,ALLOW,firewall-01,Connection allowed via TCP,547,197,7119,2
2025-08-08T05:06:03.991869Z,19.251.35.225,49368,237.49.192.63,53,UDP,BLOCK,firewall-01,Connection blocked via UDP,576,128,46754,2
2025-08-08T05:06:03.991926Z,207.247.54.11,17409,6.42.254.35,53,UDP,BLOCK,firewall-01,Connection blocked via UDP,2232,32,11333,0
2025-08-08T05:06:03.991959Z,196.112.40.238,61678,189.71.107.24,53,UDP,BLOCK,firewall-01,Connection blocked via UDP,894,67,62070,1
2025-08-08T05:06:03.991990Z,233.193.187.108,4636,44.69.146.126,3389,UDP,ALLOW,firewall-01,Connection allowed via UDP,415,63,48111,16
2025-08-08T05:06:03.992022Z,180.19.43.116,57424,79.121.218.106,443,TCP,BLOCK,firewall-01,Connection blocked via TCP,744,62,48805,0
2025-08-08T05:06:03.992076Z,94.233.131.135,20734,68.170.186.103,80,ICMP,BLOCK,firewall-01,Connection blocked via ICMP,1367,185,13489,2
2025-08-08T05:06:03.992113Z,219.175.136.231,60787,227.217.30.210,80,TCP,BLOCK,firewall-01,Connection blocked via TCP,2014,144,64962,2
2025-08-08T05:06:03.992173Z,203.199.126.128,60077,39.29.136.191,53,ICMP,ALLOW,firewall-01,Connection allowed via ICMP,2919,18,44452,16
2025-08-08T05:06:03.992227Z,17.124.119.127,47137,155.1.217.247,53,TCP,BLOCK,firewall-01,Connection blocked via TCP,2280,134,99796,0
2025-08-08T05:06:03.992283Z,14.148.224.210,52275,63.185.91.171,3389,UDP,ALLOW,firewall-01,Connection allowed via UDP,2385,165,36328,2
2025-08-08T05:06:03.992333Z,41.224.38.80,55601,157.233.205.253,3389,ICMP,BLOCK,firewall-01,Connection blocked via ICMP,1632,134,40199,1
2025-08-08T05:06:03.992381Z,119.223.27.46,17693,187.160.36.33,3389,UDP,BLOCK,firewall-01,Connection blocked via UDP,2585,152,11182,0
2025-08-08T05:06:03.992432Z,198.67.138.94,19326,150.46.1.193,443,TCP,ALLOW,firewall-01,Connection allowed via TCP,2776,166,77654,0
2025-08-08T05:06:03.992498Z,4.217.1.121,22076,86.249.115.103,3389,TCP,BLOCK,firewall-01,Connection blocked via TCP,1496,190,41155,1
2025-08-08T05:06:03.992593Z,62.8.165.78,2950,97.106.83.173,22,UDP,ALLOW,firewall-01,Connection allowed via UDP,1574,198,43700,0
2025-08-08T05:06:03.992662Z,130.97.145.55,15977,84.90.29.61,3389,TCP,BLOCK,firewall-01,Connection blocked via TCP,2675,18,72428,0
2025-08-08T05:06:03.992704Z,188.67.4.25,48775,63.186.209.97,80,ICMP,ALLOW,firewall-01,Connection allowed via ICMP,85,5,51675,1
2025-08-08T05:06:03.992739Z,97.67.249.246,27996,47.28.222.54,443,ICMP,ALLOW,firewall-01,Connection allowed via ICMP,481,128,68445,1
2025-08-08T05:06:03.992772Z,26.27.34.92,34779,175.23.179.19,80,ICMP,BLOCK,firewall-01,Connection blocked via ICMP,1620,151,22798,16
2025-08-08T05:06:03.992805Z,197.238.246.191,47187,225.186.221.74,53,ICMP,ALLOW,firewall-01,Connection allowed via ICMP,613,58,57146,1
2025-08-08T05:06:03.992837Z,193.5.163.230,62942,136.127.80.157,53,TCP,ALLOW,firewall-01,Connection allowed via TCP,2969,28,41819,16
2025-08-08T05:06:03.992868Z,244.144.28.60,41308,102.146.1.173,53,TCP,BLOCK,firewall-01,Connection blocked via TCP,2274,116,89292,16
2025-08-08T05:06:03.992900Z,27.252.74.67,30207,42.38.154.166,53,TCP,ALLOW,firewall-01,Connection allowed via TCP,2819,172,64243,16
2025-08-08T05:06:03.992931Z,226.120.134.209,63780,66.177.12.104,53,UDP,ALLOW,firewall-01,Connection allowed via UDP,793,63,64895,0
2025-08-08T05:06:03.992963Z,33.129.175.237,15509,187.106.198.142,80,ICMP,BLOCK,firewall-01,Connection blocked via ICMP,1377,122,76586,16
2025-08-08T05:06:03.993000Z,54.163.138.222,48633,103.40.74.120,53,ICMP,BLOCK,firewall-01,Connection blocked via ICMP,2571,48,84475,0
2025-08-08T05:06:03.993035Z,227.247.58.205,22218,163.51.44.124,22,ICMP,BLOCK,firewall-01,Connection blocked via ICMP,2058,111,87844,2
2025-08-08T05:06:03.993066Z,109.107.30.1,55281,140.165.124.151,443,UDP,ALLOW,firewall-01,Connection allowed via UDP,1588,18,80157,2
2025-08-08T05:06:03.993097Z,89.116.204.218,9445,111.69.215.253,80,TCP,BLOCK,firewall-01,Connection blocked via TCP,556,15,87099,2
2025-08-08T05:06:03.993128Z,30.48.51.20,27723,125.96.174.25,80,ICMP,ALLOW,firewall-01,Connection allowed via ICMP,1545,56,71961,0
