timestamp,src_ip,src_port,dst_ip,dst_port,protocol,action,device,message
2025-08-06T19:47:24.870014Z,229.245.193.125,43335,79.253.51.217,80,ICMP,ALLOW,firewall-01,Connection allowed via ICMP
2025-08-06T19:47:24.870037Z,11.33.16.74,12082,129.99.179.64,22,ICMP,ALLOW,firewall-01,Connection allowed via ICMP
2025-08-06T19:47:24.870060Z,222.41.62.212,34061,180.53.40.148,80,UDP,BLOCK,firewall-01,Connection blocked via UDP
2025-08-06T19:47:24.870082Z,72.157.218.9,51153,33.21.177.57,80,ICMP,BLOCK,firewall-01,Connection blocked via ICMP
2025-08-06T19:47:24.870106Z,175.14.59.239,19248,164.83.176.166,3389,ICMP,BLOCK,firewall-01,Connection blocked via ICMP
2025-08-06T19:47:24.870130Z,56.235.252.227,58121,34.89.236.216,22,ICMP,ALLOW,firewall-01,Connection allowed via ICMP
2025-08-06T19:47:24.870156Z,181.134.78.6,33659,139.174.182.143,443,TCP,ALLOW,firewall-01,Connection allowed via TCP
2025-08-06T19:47:24.870179Z,165.226.157.24,24146,117.119.112.229,53,TCP,BLOCK,firewall-01,Connection blocked via TCP
2025-08-06T19:47:24.870202Z,134.236.91.134,23452,81.249.70.182,80,ICMP,BLOCK,firewall-01,Connection blocked via ICMP
2025-08-06T19:47:24.870226Z,55.149.37.191,58871,10.61.2.7,53,TCP,ALLOW,firewall-01,Connection allowed via TCP
2025-08-06T19:47:24.870299Z,220.168.19.11,8528,45.117.41.13,3389,TCP,BLOCK,firewall-01,Connection blocked via TCP
2025-08-06T19:47:24.870328Z,203.110.97.164,52367,236.143.122.74,53,ICMP,ALLOW,firewall-01,Connection allowed via ICMP
2025-08-06T19:47:24.870353Z,194.237.58.15,57030,38.173.107.88,80,TCP,BLOCK,firewall-01,Connection blocked via TCP
2025-08-06T19:47:24.870376Z,29.94.228.137,53813,18.136.59.29,443,UDP,BLOCK,firewall-01,Connection blocked via UDP
2025-08-06T19:47:24.870400Z,78.53.64.246,4068,77.65.22.171,443,UDP,ALLOW,firewall-01,Connection allowed via UDP
2025-08-06T19:47:24.870424Z,195.191.13.76,18442,23.221.20.217,22,UDP,BLOCK,firewall-01,Connection blocked via UDP
2025-08-06T19:47:24.870479Z,172.110.127.98,42894,95.73.104.209,80,ICMP,BLOCK,firewall-01,Connection blocked via ICMP
2025-08-06T19:47:24.870505Z,130.145.206.62,1194,122.187.43.110,53,TCP,ALLOW,firewall-01,Connection allowed via TCP
2025-08-06T19:47:24.870529Z,150.251.145.166,61897,160.163.1.190,3389,TCP,ALLOW,firewall-01,Connection allowed via TCP
2025-08-06T19:47:24.870553Z,141.150.251.181,15009,46.141.73.116,443,UDP,BLOCK,firewall-01,Connection blocked via UDP
2025-08-06T19:47:24.870577Z,231.118.171.181,1138,5.163.86.202,53,ICMP,BLOCK,firewall-01,Connection blocked via ICMP
2025-08-06T19:47:24.870600Z,46.166.220.93,40588,90.166.72.198,22,UDP,ALLOW,firewall-01,Connection allowed via UDP
2025-08-06T19:47:24.870624Z,125.68.218.114,63356,130.235.102.193,443,UDP,BLOCK,firewall-01,Connection blocked via UDP
2025-08-06T19:47:24.870648Z,158.53.183.39,47956,17.192.235.154,22,TCP,ALLOW,firewall-01,Connection allowed via TCP
2025-08-06T19:47:24.870671Z,227.34.160.104,18889,67.77.209.187,53,ICMP,ALLOW,firewall-01,Connection allowed via ICMP
2025-08-06T19:47:24.870695Z,64.76.219.32,34056,123.247.194.214,22,ICMP,ALLOW,firewall-01,Connection allowed via ICMP
2025-08-06T19:47:24.870718Z,192.15.12.234,22576,249.41.215.190,3389,TCP,ALLOW,firewall-01,Connection allowed via TCP
2025-08-06T19:47:24.870742Z,172.161.162.169,17900,31.24.16.84,22,ICMP,ALLOW,firewall-01,Connection allowed via ICMP
2025-08-06T19:47:24.870766Z,117.117.221.188,14424,4.243.94.72,80,ICMP,ALLOW,firewall-01,Connection allowed via ICMP
2025-08-06T19:47:24.870789Z,146.32.210.241,11653,203.13.33.141,443,TCP,BLOCK,firewall-01,Connection blocked via TCP
2025-08-06T19:47:24.870813Z,154.9.37.207,10209,154.88.164.25,22,TCP,ALLOW,firewall-01,Connection allowed via TCP
2025-08-06T19:47:24.870835Z,117.182.155.219,32123,240.210.54.61,80,UDP,ALLOW,firewall-01,Connection allowed via UDP
2025-08-06T19:47:24.870858Z,129.183.244.254,25226,40.72.193.105,53,ICMP,BLOCK,firewall-01,Connection blocked via ICMP
2025-08-06T19:47:24.870882Z,170.210.105.4,33306,25.4.152.17,53,ICMP,ALLOW,firewall-01,Connection allowed via ICMP
2025-08-06T19:47:24.870904Z,42.232.18.121,28172,35.35.3.158,443,UDP,ALLOW,firewall-01,Connection allowed via UDP
2025-08-06T19:47:24.870928Z,59.218.179.179,48460,167.111.69.118,80,TCP,ALLOW,firewall-01,Connection allowed via TCP
2025-08-06T19:47:24.870951Z,163.153.237.135,53267,133.250.46.59,443,ICMP,BLOCK,firewall-01,Connection blocked via ICMP
2025-08-06T19:47:24.870974Z,154.166.153.83,28892,242.119.204.233,80,UDP,BLOCK,firewall-01,Connection blocked via UDP
2025-08-06T19:47:24.870997Z,133.165.232.159,13874,17.20.6.34,80,TCP,BLOCK,firewall-01,Connection blocked via TCP
2025-08-06T19:47:24.871020Z,167.252.5.27,24840,149.11.214.252,80,UDP,ALLOW,firewall-01,Connection allowed via UDP
2025-08-06T19:47:24.871043Z,58.31.71.130,41093,99.197.38.155,3389,ICMP,BLOCK,firewall-01,Connection blocked via ICMP
2025-08-06T19:47:24.871066Z,70.118.129.108,1790,223.17.14.117,53,TCP,ALLOW,firewall-01,Connection allowed via TCP
2025-08-06T19:47:24.871089Z,136.104.146.232,14135,231.36.172.220,443,TCP,BLOCK,firewall-01,Connection blocked via TCP
2025-08-06T19:47:24.871112Z,198.48.46.142,6923,140.86.32.13,3389,TCP,BLOCK,firewall-01,Connection blocked via TCP
2025-08-06T19:47:24.871135Z,58.153.206.196,58914,183.24.125.7,80,TCP,BLOCK,firewall-01,Connection blocked via TCP
2025-08-06T19:47:24.871180Z,140.214.103.43,45105,101.218.51.239,443,TCP,ALLOW,firewall-01,Connection allowed via TCP
2025-08-06T19:47:24.871207Z,219.240.165.62,16410,64.180.95.233,53,TCP,ALLOW,firewall-01,Connection allowed via TCP
2025-08-06T19:47:24.871230Z,149.72.20.41,7257,209.38.245.213,53,ICMP,ALLOW,firewall-01,Connection allowed via ICMP
2025-08-06T19:47:24.871254Z,38.71.29.217,19392,154.24.176.5,443,TCP,ALLOW,firewall-01,Connection allowed via TCP
2025-08-06T19:47:24.871278Z,106.60.95.10,53933,122.213.222.64,80,TCP,BLOCK,firewall-01,Connection blocked via TCP
2025-08-06T19:47:24.871301Z,113.147.76.220,45775,87.14.169.70,3389,UDP,ALLOW,firewall-01,Connection allowed via UDP
2025-08-06T19:47:24.871325Z,101.166.3.80,48070,58.90.169.244,53,ICMP,BLOCK,firewall-01,Connection blocked via ICMP
2025-08-06T19:47:24.871348Z,251.134.167.210,49328,124.171.199.227,53,TCP,ALLOW,firewall-01,Connection allowed via TCP
2025-08-06T19:47:24.871372Z,190.82.3.80,24707,221.254.93.69,3389,UDP,ALLOW,firewall-01,Connection allowed via UDP
2025-08-06T19:47:24.871395Z,72.62.37.5,44576,11.207.8.91,443,UDP,BLOCK,firewall-01,Connection blocked via UDP
2025-08-06T19:47:24.871418Z,217.239.35.179,49884,59.214.57.154,53,ICMP,BLOCK,firewall-01,Connection blocked via ICMP
2025-08-06T19:47:24.871441Z,228.140.53.168,17861,17.173.244.174,80,TCP,ALLOW,firewall-01,Connection allowed via TCP
2025-08-06T19:47:24.871465Z,7.36.91.198,60560,90.203.13.93,443,ICMP,ALLOW,firewall-01,Connection allowed via ICMP
2025-08-06T19:47:24.871488Z,157.13.53.118,28263,57.121.250.210,443,ICMP,ALLOW,firewall-01,Connection allowed via ICMP
2025-08-06T19:47:24.871511Z,29.179.218.248,62765,42.11.166.239,80,UDP,ALLOW,firewall-01,Connection allowed via UDP
2025-08-06T19:47:24.871534Z,31.153.137.104,18868,3.14.187.125,53,ICMP,BLOCK,firewall-01,Connection blocked via ICMP
2025-08-06T19:47:24.871558Z,137.52.48.230,25442,114.229.221.116,80,UDP,ALLOW,firewall-01,Connection allowed via UDP
2025-08-06T19:47:24.871581Z,249.240.117.87,35913,32.246.75.248,53,ICMP,BLOCK,firewall-01,Connection blocked via ICMP
2025-08-06T19:47:24.871604Z,73.147.179.215,7962,207.13.204.210,22,TCP,BLOCK,firewall-01,Connection blocked via TCP
2025-08-06T19:47:24.871627Z,151.99.216.96,1995,197.6.15.30,80,ICMP,BLOCK,firewall-01,Connection blocked via ICMP
2025-08-06T19:47:24.871650Z,237.236.15.228,9732,73.171.100.212,80,UDP,ALLOW,firewall-01,Connection allowed via UDP
2025-08-06T19:47:24.871673Z,46.161.79.200,40949,156.150.94.219,22,UDP,BLOCK,firewall-01,Connection blocked via UDP
2025-08-06T19:47:24.871696Z,193.107.167.236,44639,82.180.50.248,53,UDP,ALLOW,firewall-01,Connection allowed via UDP
2025-08-06T19:47:24.871718Z,151.75.88.201,29170,62.59.31.168,80,ICMP,ALLOW,firewall-01,Connection allowed via ICMP
2025-08-06T19:47:24.871741Z,49.248.131.240,54959,30.119.157.165,53,TCP,BLOCK,firewall-01,Connection blocked via TCP
2025-08-06T19:47:24.871764Z,201.142.91.216,23706,74.11.157.224,53,UDP,ALLOW,firewall-01,Connection allowed via UDP
2025-08-06T19:47:24.871786Z,214.92.81.111,11149,111.145.213.29,3389,TCP,ALLOW,firewall-01,Connection allowed via TCP
2025-08-06T19:47:24.871809Z,146.62.129.218,49364,147.218.12.32,22,ICMP,ALLOW,firewall-01,Connection allowed via ICMP
2025-08-06T19:47:24.871832Z,34.121.254.115,37192,246.156.1.244,3389,ICMP,BLOCK,firewall-01,Connection blocked via ICMP
2025-08-06T19:47:24.871856Z,47.190.88.253,35463,251.111.211.22,80,ICMP,BLOCK,firewall-01,Connection blocked via ICMP
2025-08-06T19:47:24.871879Z,167.150.194.170,13060,58.134.83.115,443,TCP,BLOCK,firewall-01,Connection blocked via TCP
2025-08-06T19:47:24.871902Z,207.45.118.162,36197,93.226.82.70,80,ICMP,ALLOW,firewall-01,Connection allowed via ICMP
2025-08-06T19:47:24.871924Z,205.230.57.192,8904,214.150.127.101,53,TCP,ALLOW,firewall-01,Connection allowed via TCP
2025-08-06T19:47:24.871947Z,213.23.201.243,64733,148.40.25.105,22,UDP,ALLOW,firewall-01,Connection allowed via UDP
2025-08-06T19:47:24.871970Z,199.232.252.59,6239,149.133.217.142,22,TCP,ALLOW,firewall-01,Connection allowed via TCP
2025-08-06T19:47:24.872013Z,216.76.55.84,28939,222.116.161.60,80,UDP,BLOCK,firewall-01,Connection blocked via UDP
2025-08-06T19:47:24.872060Z,104.222.176.86,56361,105.28.140.132,53,ICMP,BLOCK,firewall-01,Connection blocked via ICMP
2025-08-06T19:47:24.872088Z,168.240.184.241,7435,165.65.130.234,80,UDP,BLOCK,firewall-01,Connection blocked via UDP
2025-08-06T19:47:24.872112Z,157.162.129.93,49026,85.141.48.186,22,TCP,ALLOW,firewall-01,Connection allowed via TCP
2025-08-06T19:47:24.872135Z,71.220.9.162,7220,20.129.166.27,80,TCP,BLOCK,firewall-01,Connection blocked via TCP
2025-08-06T19:47:24.872159Z,245.28.170.127,54405,52.201.193.100,3389,UDP,ALLOW,firewall-01,Connection allowed via UDP
2025-08-06T19:47:24.872182Z,108.156.177.254,52025,149.82.247.172,22,TCP,BLOCK,firewall-01,Connection blocked via TCP
2025-08-06T19:47:24.872206Z,51.3.77.40,28481,104.65.127.152,80,UDP,BLOCK,firewall-01,Connection blocked via UDP
2025-08-06T19:47:24.872228Z,4.208.129.172,49577,190.221.16.152,443,ICMP,BLOCK,firewall-01,Connection blocked via ICMP
2025-08-06T19:47:24.872252Z,230.95.225.40,65465,190.137.8.126,80,ICMP,BLOCK,firewall-01,Connection blocked via ICMP
2025-08-06T19:47:24.872275Z,9.215.147.102,8813,215.103.127.43,443,ICMP,ALLOW,firewall-01,Connection allowed via ICMP
2025-08-06T19:47:24.872298Z,1.190.44.16,1940,177.81.191.92,22,TCP,ALLOW,firewall-01,Connection allowed via TCP
2025-08-06T19:47:24.872345Z,21.106.173.65,16820,93.175.125.8,22,TCP,ALLOW,firewall-01,Connection allowed via TCP
2025-08-06T19:47:24.872370Z,151.87.248.164,26176,85.124.220.46,3389,TCP,ALLOW,firewall-01,Connection allowed via TCP
2025-08-06T19:47:24.872394Z,225.164.79.191,55182,172.206.39.4,80,ICMP,BLOCK,firewall-01,Connection blocked via ICMP
2025-08-06T19:47:24.872417Z,56.75.131.15,2378,232.115.137.75,22,ICMP,ALLOW,firewall-01,Connection allowed via ICMP
2025-08-06T19:47:24.872440Z,245.19.119.253,49034,21.75.64.78,80,ICMP,ALLOW,firewall-01,Connection allowed via ICMP
2025-08-06T19:47:24.872463Z,169.96.71.74,17361,73.170.68.151,53,ICMP,ALLOW,firewall-01,Connection allowed via ICMP
2025-08-06T19:47:24.872486Z,143.56.44.237,34620,19.117.239.33,3389,ICMP,ALLOW,firewall-01,Connection allowed via ICMP
2025-08-06T19:47:24.872509Z,241.174.244.44,12222,22.158.111.33,80,UDP,ALLOW,firewall-01,Connection allowed via UDP
2025-08-06T19:47:24.872533Z,130.167.227.25,53379,236.12.190.254,53,ICMP,ALLOW,firewall-01,Connection allowed via ICMP
2025-08-06T19:47:24.872556Z,11.216.197.194,23257,186.121.10.6,443,TCP,BLOCK,firewall-01,Connection blocked via TCP
2025-08-06T19:47:24.872579Z,3.80.165.64,44835,30.190.190.193,53,TCP,BLOCK,firewall-01,Connection blocked via TCP
2025-08-06T19:47:24.872602Z,194.134.216.213,10603,19.49.197.187,443,ICMP,BLOCK,firewall-01,Connection blocked via ICMP
2025-08-06T19:47:24.872625Z,139.202.151.182,8937,8.90.57.73,3389,UDP,BLOCK,firewall-01,Connection blocked via UDP
2025-08-06T19:47:24.872648Z,64.152.39.215,34147,83.198.25.33,22,UDP,BLOCK,firewall-01,Connection blocked via UDP
2025-08-06T19:47:24.872671Z,203.106.103.42,59330,130.3.87.98,443,TCP,ALLOW,firewall-01,Connection allowed via TCP
2025-08-06T19:47:24.872694Z,109.137.184.106,13050,93.176.117.144,53,TCP,BLOCK,firewall-01,Connection blocked via TCP
2025-08-06T19:47:24.872716Z,105.61.219.48,60521,89.74.52.161,22,UDP,ALLOW,firewall-01,Connection allowed via UDP
2025-08-06T19:47:24.872740Z,117.39.234.95,40904,237.185.42.62,3389,ICMP,BLOCK,firewall-01,Connection blocked via ICMP
2025-08-06T19:47:24.872763Z,117.98.73.230,33101,200.246.137.147,443,UDP,BLOCK,firewall-01,Connection blocked via UDP
2025-08-06T19:47:24.872786Z,15.238.1.241,29432,251.54.136.136,53,UDP,ALLOW,firewall-01,Connection allowed via UDP
2025-08-06T19:47:24.872808Z,190.59.123.120,28476,121.48.73.3,80,ICMP,ALLOW,firewall-01,Connection allowed via ICMP
2025-08-06T19:47:24.872832Z,2.244.113.58,11415,177.1.16.235,443,ICMP,ALLOW,firewall-01,Connection allowed via ICMP
2025-08-06T19:47:24.872855Z,56.223.221.192,50366,195.65.47.192,443,ICMP,BLOCK,firewall-01,Connection blocked via ICMP
2025-08-06T19:47:24.872899Z,233.110.144.48,24216,222.138.176.238,3389,TCP,ALLOW,firewall-01,Connection allowed via TCP
2025-08-06T19:47:24.872925Z,160.177.101.214,11279,117.100.130.194,53,UDP,BLOCK,firewall-01,Connection blocked via UDP
2025-08-06T19:47:24.872949Z,177.204.168.246,54866,130.178.97.112,443,UDP,ALLOW,firewall-01,Connection allowed via UDP
2025-08-06T19:47:24.872972Z,113.228.106.239,15076,152.202.213.21,80,ICMP,ALLOW,firewall-01,Connection allowed via ICMP
2025-08-06T19:47:24.872996Z,119.206.219.209,37478,175.7.115.240,443,UDP,BLOCK,firewall-01,Connection blocked via UDP
2025-08-06T19:47:24.873019Z,136.188.188.45,29787,234.92.156.95,53,TCP,ALLOW,firewall-01,Connection allowed via TCP
2025-08-06T19:47:24.873042Z,165.148.84.70,47769,107.159.242.110,3389,ICMP,BLOCK,firewall-01,Connection blocked via ICMP
2025-08-06T19:47:24.873066Z,132.185.98.208,24041,60.108.17.87,3389,ICMP,BLOCK,firewall-01,Connection blocked via ICMP
2025-08-06T19:47:24.873094Z,130.214.209.17,48799,249.103.60.41,80,UDP,BLOCK,firewall-01,Connection blocked via UDP
2025-08-06T19:47:24.873117Z,228.201.153.167,18677,139.199.184.89,3389,UDP,BLOCK,firewall-01,Connection blocked via UDP
2025-08-06T19:47:24.873140Z,199.73.3.29,60117,213.106.109.36,443,TCP,ALLOW,firewall-01,Connection allowed via TCP
2025-08-06T19:47:24.873164Z,101.117.119.157,41509,98.246.120.52,80,ICMP,BLOCK,firewall-01,Connection blocked via ICMP
2025-08-06T19:47:24.873187Z,91.168.94.122,35297,204.3.11.244,53,ICMP,ALLOW,firewall-01,Connection allowed via ICMP
2025-08-06T19:47:24.873210Z,83.233.53.164,55246,68.145.149.162,80,ICMP,BLOCK,firewall-01,Connection blocked via ICMP
2025-08-06T19:47:24.873233Z,24.150.184.100,11717,180.101.86.208,80,ICMP,ALLOW,firewall-01,Connection allowed via ICMP
2025-08-06T19:47:24.873256Z,68.98.59.89,10533,103.120.163.108,53,UDP,BLOCK,firewall-01,Connection blocked via UDP
2025-08-06T19:47:24.873279Z,213.128.119.23,24924,50.123.253.35,443,UDP,ALLOW,firewall-01,Connection allowed via UDP
2025-08-06T19:47:24.873302Z,151.118.158.151,9441,38.79.130.214,443,ICMP,ALLOW,firewall-01,Connection allowed via ICMP
2025-08-06T19:47:24.873324Z,70.234.153.185,1264,14.156.28.74,53,TCP,ALLOW,firewall-01,Connection allowed via TCP
2025-08-06T19:47:24.873348Z,170.207.59.221,60365,169.81.169.111,443,UDP,ALLOW,firewall-01,Connection allowed via UDP
2025-08-06T19:47:24.873371Z,63.249.194.222,15650,49.26.193.22,3389,TCP,BLOCK,firewall-01,Connection blocked via TCP
2025-08-06T19:47:24.873394Z,41.105.248.81,51992,174.9.97.168,53,TCP,BLOCK,firewall-01,Connection blocked via TCP
2025-08-06T19:47:24.873416Z,151.20.211.117,31816,23.160.195.77,80,TCP,ALLOW,firewall-01,Connection allowed via TCP
2025-08-06T19:47:24.873439Z,40.51.163.100,13819,139.47.229.159,80,TCP,ALLOW,firewall-01,Connection allowed via TCP
2025-08-06T19:47:24.873462Z,29.24.210.28,13568,57.213.86.89,53,UDP,BLOCK,firewall-01,Connection blocked via UDP
2025-08-06T19:47:24.873484Z,150.249.88.88,58455,61.165.135.11,80,UDP,ALLOW,firewall-01,Connection allowed via UDP
2025-08-06T19:47:24.873507Z,22.69.237.91,61184,61.171.106.125,443,ICMP,ALLOW,firewall-01,Connection allowed via ICMP
2025-08-06T19:47:24.873529Z,25.99.66.245,13053,142.66.34.42,80,UDP,ALLOW,firewall-01,Connection allowed via UDP
2025-08-06T19:47:24.873552Z,81.50.110.133,65299,223.217.217.187,53,TCP,BLOCK,firewall-01,Connection blocked via TCP
2025-08-06T19:47:24.873574Z,57.206.90.184,36146,126.31.130.78,80,UDP,BLOCK,firewall-01,Connection blocked via UDP
2025-08-06T19:47:24.873597Z,126.251.175.127,11744,98.200.50.237,53,UDP,BLOCK,firewall-01,Connection blocked via UDP
2025-08-06T19:47:24.873620Z,194.135.140.235,60851,17.22.161.177,3389,TCP,BLOCK,firewall-01,Connection blocked via TCP
2025-08-06T19:47:24.873644Z,166.85.63.126,63561,221.176.246.224,80,ICMP,ALLOW,firewall-01,Connection allowed via ICMP
